week_end,condition,percent_visits,age_group,age_min,age_max,is_overall
20-12-2025,Bronchitis,0.6,Kids 5-17,5,17,FALSE
20-12-2025,Bronchitis,0.9,Adults 18-49,18,49,FALSE
20-12-2025,Bronchitis,1.1,Adults 50-64,50,64,FALSE
20-12-2025,Bronchitis,1,Seniors 65+,65,,FALSE
20-12-2025,Bronchitis,0.9,Overall,,,TRUE
27-12-2025,Bronchitis,0.5,Infants 0-1,0,1,FALSE
27-12-2025,Bronchitis,0.7,Kids 2-4,2,4,FALSE
27-12-2025,Bronchitis,0.7,Kids 5-17,5,17,FALSE
27-12-2025,Bronchitis,1,Adults 18-49,18,49,FALSE
27-12-2025,Bronchitis,1.4,Adults 50-64,50,64,FALSE
27-12-2025,Bronchitis,1.3,Seniors 65+,65,,FALSE
27-12-2025,Bronchitis,1.1,Overall,,,TRUE
03-01-2026,Bronchitis,0.5,Infants 0-1,0,1,FALSE
03-01-2026,Bronchitis,0.6,Kids 2-4,2,4,FALSE
03-01-2026,Bronchitis,0.6,Kids 5-17,5,17,FALSE
03-01-2026,Bronchitis,1,Adults 18-49,18,49,FALSE
03-01-2026,Bronchitis,1.5,Adults 50-64,50,64,FALSE
03-01-2026,Bronchitis,1.5,Seniors 65+,65,,FALSE
03-01-2026,Bronchitis,1.1,Overall,,,TRUE
10-01-2026,Bronchitis,0.4,Infants 0-1,0,1,FALSE
10-01-2026,Bronchitis,0.5,Kids 2-4,2,4,FALSE
10-01-2026,Bronchitis,0.5,Kids 5-17,5,17,FALSE
10-01-2026,Bronchitis,0.9,Adults 18-49,18,49,FALSE
10-01-2026,Bronchitis,1.3,Adults 50-64,50,64,FALSE
10-01-2026,Bronchitis,1.3,Seniors 65+,65,,FALSE
10-01-2026,Bronchitis,1,Overall,,,TRUE
17-01-2026,Bronchitis,0.4,Infants 0-1,0,1,FALSE
17-01-2026,Bronchitis,0.5,Kids 2-4,2,4,FALSE
17-01-2026,Bronchitis,0.4,Kids 5-17,5,17,FALSE
17-01-2026,Bronchitis,0.7,Adults 18-49,18,49,FALSE
17-01-2026,Bronchitis,1,Adults 50-64,50,64,FALSE
17-01-2026,Bronchitis,0.9,Seniors 65+,65,,FALSE
17-01-2026,Bronchitis,0.8,Overall,,,TRUE
07-10-2023,Croup,3.4,Infants 0-1,0,1,FALSE
07-10-2023,Croup,3.6,Kids 2-4,2,4,FALSE
07-10-2023,Croup,0.6,Kids 5-17,5,17,FALSE
07-10-2023,Croup,0,Adults 18-49,18,49,FALSE
07-10-2023,Croup,0,Adults 50-64,50,64,FALSE
07-10-2023,Croup,0,Seniors 65+,65,,FALSE
07-10-2023,Croup,0.3,Overall,,,TRUE
14-10-2023,Croup,3.4,Infants 0-1,0,1,FALSE
14-10-2023,Croup,3.7,Kids 2-4,2,4,FALSE
14-10-2023,Croup,0.6,Kids 5-17,5,17,FALSE
14-10-2023,Croup,0,Adults 18-49,18,49,FALSE
14-10-2023,Croup,0,Adults 50-64,50,64,FALSE
14-10-2023,Croup,0,Seniors 65+,65,,FALSE
14-10-2023,Croup,0.3,Overall,,,TRUE
21-10-2023,Croup,3.4,Infants 0-1,0,1,FALSE
21-10-2023,Croup,3.9,Kids 2-4,2,4,FALSE
21-10-2023,Croup,0.6,Kids 5-17,5,17,FALSE
21-10-2023,Croup,0,Adults 18-49,18,49,FALSE
21-10-2023,Croup,0,Adults 50-64,50,64,FALSE
21-10-2023,Croup,0,Seniors 65+,65,,FALSE
21-10-2023,Croup,0.3,Overall,,,TRUE
28-10-2023,Croup,3.3,Infants 0-1,0,1,FALSE
28-10-2023,Croup,3.7,Kids 2-4,2,4,FALSE
28-10-2023,Croup,0.5,Kids 5-17,5,17,FALSE
28-10-2023,Croup,0,Adults 18-49,18,49,FALSE
28-10-2023,Croup,0,Adults 50-64,50,64,FALSE
28-10-2023,Croup,0,Seniors 65+,65,,FALSE
28-10-2023,Croup,0.3,Overall,,,TRUE
04-11-2023,Croup,3.3,Infants 0-1,0,1,FALSE
04-11-2023,Croup,3.8,Kids 2-4,2,4,FALSE
04-11-2023,Croup,0.6,Kids 5-17,5,17,FALSE
04-11-2023,Croup,0,Adults 18-49,18,49,FALSE
04-11-2023,Croup,0,Adults 50-64,50,64,FALSE
04-11-2023,Croup,0,Seniors 65+,65,,FALSE
04-11-2023,Croup,0.3,Overall,,,TRUE
11-11-2023,Croup,3.3,Infants 0-1,0,1,FALSE
11-11-2023,Croup,3.6,Kids 2-4,2,4,FALSE
11-11-2023,Croup,0.6,Kids 5-17,5,17,FALSE
11-11-2023,Croup,0,Adults 18-49,18,49,FALSE
11-11-2023,Croup,0,Adults 50-64,50,64,FALSE
11-11-2023,Croup,0,Seniors 65+,65,,FALSE
11-11-2023,Croup,0.4,Overall,,,TRUE
18-11-2023,Croup,3.1,Infants 0-1,0,1,FALSE
18-11-2023,Croup,3.3,Kids 2-4,2,4,FALSE
18-11-2023,Croup,0.5,Kids 5-17,5,17,FALSE
18-11-2023,Croup,0,Adults 18-49,18,49,FALSE
18-11-2023,Croup,0,Adults 50-64,50,64,FALSE
18-11-2023,Croup,0,Seniors 65+,65,,FALSE
18-11-2023,Croup,0.3,Overall,,,TRUE
25-11-2023,Croup,3.1,Infants 0-1,0,1,FALSE
25-11-2023,Croup,3.5,Kids 2-4,2,4,FALSE
25-11-2023,Croup,0.6,Kids 5-17,5,17,FALSE
25-11-2023,Croup,0,Adults 18-49,18,49,FALSE
25-11-2023,Croup,0,Adults 50-64,50,64,FALSE
25-11-2023,Croup,0,Seniors 65+,65,,FALSE
25-11-2023,Croup,0.4,Overall,,,TRUE
02-12-2023,Croup,2.9,Infants 0-1,0,1,FALSE
02-12-2023,Croup,2.9,Kids 2-4,2,4,FALSE
02-12-2023,Croup,0.3,Kids 5-17,5,17,FALSE
02-12-2023,Croup,0,Adults 18-49,18,49,FALSE
02-12-2023,Croup,0,Adults 50-64,50,64,FALSE
02-12-2023,Croup,0,Seniors 65+,65,,FALSE
02-12-2023,Croup,0.3,Overall,,,TRUE
09-12-2023,Croup,2.8,Infants 0-1,0,1,FALSE
09-12-2023,Croup,2.9,Kids 2-4,2,4,FALSE
09-12-2023,Croup,0.5,Kids 5-17,5,17,FALSE
09-12-2023,Croup,0,Adults 18-49,18,49,FALSE
09-12-2023,Croup,0,Adults 50-64,50,64,FALSE
09-12-2023,Croup,0,Seniors 65+,65,,FALSE
09-12-2023,Croup,0.3,Overall,,,TRUE
16-12-2023,Croup,2.7,Infants 0-1,0,1,FALSE
16-12-2023,Croup,2.9,Kids 2-4,2,4,FALSE
16-12-2023,Croup,0.5,Kids 5-17,5,17,FALSE
16-12-2023,Croup,0,Adults 18-49,18,49,FALSE
16-12-2023,Croup,0,Adults 50-64,50,64,FALSE
16-12-2023,Croup,0,Seniors 65+,65,,FALSE
16-12-2023,Croup,0.3,Overall,,,TRUE
23-12-2023,Croup,2.7,Infants 0-1,0,1,FALSE
23-12-2023,Croup,2.8,Kids 2-4,2,4,FALSE
23-12-2023,Croup,0.6,Kids 5-17,5,17,FALSE
23-12-2023,Croup,0,Adults 18-49,18,49,FALSE
23-12-2023,Croup,0,Adults 50-64,50,64,FALSE
23-12-2023,Croup,0,Seniors 65+,65,,FALSE
23-12-2023,Croup,0.3,Overall,,,TRUE
30-12-2023,Croup,2.8,Infants 0-1,0,1,FALSE
30-12-2023,Croup,2.8,Kids 2-4,2,4,FALSE
30-12-2023,Croup,0.5,Kids 5-17,5,17,FALSE
30-12-2023,Croup,0,Adults 18-49,18,49,FALSE
30-12-2023,Croup,0,Adults 50-64,50,64,FALSE
30-12-2023,Croup,0,Seniors 65+,65,,FALSE
30-12-2023,Croup,0.3,Overall,,,TRUE
06-01-2024,Croup,2.4,Infants 0-1,0,1,FALSE
06-01-2024,Croup,2.1,Kids 2-4,2,4,FALSE
06-01-2024,Croup,0.3,Kids 5-17,5,17,FALSE
06-01-2024,Croup,0,Adults 18-49,18,49,FALSE
06-01-2024,Croup,0,Adults 50-64,50,64,FALSE
06-01-2024,Croup,0,Seniors 65+,65,,FALSE
06-01-2024,Croup,0.2,Overall,,,TRUE
13-01-2024,Croup,2.4,Infants 0-1,0,1,FALSE
13-01-2024,Croup,2.3,Kids 2-4,2,4,FALSE
13-01-2024,Croup,0.3,Kids 5-17,5,17,FALSE
13-01-2024,Croup,0,Adults 18-49,18,49,FALSE
13-01-2024,Croup,0,Adults 50-64,50,64,FALSE
13-01-2024,Croup,0,Seniors 65+,65,,FALSE
13-01-2024,Croup,0.2,Overall,,,TRUE
20-01-2024,Croup,2.5,Infants 0-1,0,1,FALSE
20-01-2024,Croup,2.7,Kids 2-4,2,4,FALSE
20-01-2024,Croup,0.4,Kids 5-17,5,17,FALSE
20-01-2024,Croup,0,Adults 18-49,18,49,FALSE
20-01-2024,Croup,0,Adults 50-64,50,64,FALSE
20-01-2024,Croup,0,Seniors 65+,65,,FALSE
20-01-2024,Croup,0.2,Overall,,,TRUE
27-01-2024,Croup,2.5,Infants 0-1,0,1,FALSE
27-01-2024,Croup,2.7,Kids 2-4,2,4,FALSE
27-01-2024,Croup,0.4,Kids 5-17,5,17,FALSE
27-01-2024,Croup,0,Adults 18-49,18,49,FALSE
27-01-2024,Croup,0,Adults 50-64,50,64,FALSE
27-01-2024,Croup,0,Seniors 65+,65,,FALSE
27-01-2024,Croup,0.2,Overall,,,TRUE
03-02-2024,Croup,2.4,Infants 0-1,0,1,FALSE
03-02-2024,Croup,2.7,Kids 2-4,2,4,FALSE
03-02-2024,Croup,0.4,Kids 5-17,5,17,FALSE
03-02-2024,Croup,0,Adults 18-49,18,49,FALSE
03-02-2024,Croup,0,Adults 50-64,50,64,FALSE
03-02-2024,Croup,0,Seniors 65+,65,,FALSE
03-02-2024,Croup,0.2,Overall,,,TRUE
10-02-2024,Croup,2.6,Infants 0-1,0,1,FALSE
10-02-2024,Croup,2.8,Kids 2-4,2,4,FALSE
10-02-2024,Croup,0.4,Kids 5-17,5,17,FALSE
10-02-2024,Croup,0,Adults 18-49,18,49,FALSE
10-02-2024,Croup,0,Adults 50-64,50,64,FALSE
10-02-2024,Croup,0,Seniors 65+,65,,FALSE
10-02-2024,Croup,0.2,Overall,,,TRUE
17-02-2024,Croup,2.6,Infants 0-1,0,1,FALSE
17-02-2024,Croup,2.7,Kids 2-4,2,4,FALSE
17-02-2024,Croup,0.4,Kids 5-17,5,17,FALSE
17-02-2024,Croup,0,Adults 18-49,18,49,FALSE
17-02-2024,Croup,0,Adults 50-64,50,64,FALSE
17-02-2024,Croup,0,Seniors 65+,65,,FALSE
17-02-2024,Croup,0.2,Overall,,,TRUE
24-02-2024,Croup,2.6,Infants 0-1,0,1,FALSE
24-02-2024,Croup,2.5,Kids 2-4,2,4,FALSE
24-02-2024,Croup,0.4,Kids 5-17,5,17,FALSE
24-02-2024,Croup,0,Adults 18-49,18,49,FALSE
24-02-2024,Croup,0,Adults 50-64,50,64,FALSE
24-02-2024,Croup,0,Seniors 65+,65,,FALSE
24-02-2024,Croup,0.2,Overall,,,TRUE
02-03-2024,Croup,2.6,Infants 0-1,0,1,FALSE
02-03-2024,Croup,2.4,Kids 2-4,2,4,FALSE
02-03-2024,Croup,0.4,Kids 5-17,5,17,FALSE
02-03-2024,Croup,0,Adults 18-49,18,49,FALSE
02-03-2024,Croup,0,Adults 50-64,50,64,FALSE
02-03-2024,Croup,0,Seniors 65+,65,,FALSE
02-03-2024,Croup,0.2,Overall,,,TRUE
09-03-2024,Croup,2.5,Infants 0-1,0,1,FALSE
09-03-2024,Croup,2.6,Kids 2-4,2,4,FALSE
09-03-2024,Croup,0.4,Kids 5-17,5,17,FALSE
09-03-2024,Croup,0,Adults 18-49,18,49,FALSE
09-03-2024,Croup,0,Adults 50-64,50,64,FALSE
09-03-2024,Croup,0,Seniors 65+,65,,FALSE
09-03-2024,Croup,0.2,Overall,,,TRUE
16-03-2024,Croup,2.5,Infants 0-1,0,1,FALSE
16-03-2024,Croup,2.4,Kids 2-4,2,4,FALSE
16-03-2024,Croup,0.4,Kids 5-17,5,17,FALSE
16-03-2024,Croup,0,Adults 18-49,18,49,FALSE
16-03-2024,Croup,0,Adults 50-64,50,64,FALSE
16-03-2024,Croup,0,Seniors 65+,65,,FALSE
16-03-2024,Croup,0.2,Overall,,,TRUE
23-03-2024,Croup,2.5,Infants 0-1,0,1,FALSE
23-03-2024,Croup,2.6,Kids 2-4,2,4,FALSE
23-03-2024,Croup,0.3,Kids 5-17,5,17,FALSE
23-03-2024,Croup,0,Adults 18-49,18,49,FALSE
23-03-2024,Croup,0,Adults 50-64,50,64,FALSE
23-03-2024,Croup,0,Seniors 65+,65,,FALSE
23-03-2024,Croup,0.2,Overall,,,TRUE
30-03-2024,Croup,2.7,Infants 0-1,0,1,FALSE
30-03-2024,Croup,2.7,Kids 2-4,2,4,FALSE
30-03-2024,Croup,0.4,Kids 5-17,5,17,FALSE
30-03-2024,Croup,0,Adults 18-49,18,49,FALSE
30-03-2024,Croup,0,Adults 50-64,50,64,FALSE
30-03-2024,Croup,0,Seniors 65+,65,,FALSE
30-03-2024,Croup,0.2,Overall,,,TRUE
06-04-2024,Croup,2.7,Infants 0-1,0,1,FALSE
06-04-2024,Croup,2.6,Kids 2-4,2,4,FALSE
06-04-2024,Croup,0.3,Kids 5-17,5,17,FALSE
06-04-2024,Croup,0,Adults 18-49,18,49,FALSE
06-04-2024,Croup,0,Adults 50-64,50,64,FALSE
06-04-2024,Croup,0,Seniors 65+,65,,FALSE
06-04-2024,Croup,0.2,Overall,,,TRUE
13-04-2024,Croup,2.7,Infants 0-1,0,1,FALSE
13-04-2024,Croup,2.5,Kids 2-4,2,4,FALSE
13-04-2024,Croup,0.3,Kids 5-17,5,17,FALSE
13-04-2024,Croup,0,Adults 18-49,18,49,FALSE
13-04-2024,Croup,0,Adults 50-64,50,64,FALSE
13-04-2024,Croup,0,Seniors 65+,65,,FALSE
13-04-2024,Croup,0.2,Overall,,,TRUE
20-04-2024,Croup,2.5,Infants 0-1,0,1,FALSE
20-04-2024,Croup,2.5,Kids 2-4,2,4,FALSE
20-04-2024,Croup,0.3,Kids 5-17,5,17,FALSE
20-04-2024,Croup,0,Adults 18-49,18,49,FALSE
20-04-2024,Croup,0,Adults 50-64,50,64,FALSE
20-04-2024,Croup,0,Seniors 65+,65,,FALSE
20-04-2024,Croup,0.2,Overall,,,TRUE
27-04-2024,Croup,2.6,Infants 0-1,0,1,FALSE
27-04-2024,Croup,2.7,Kids 2-4,2,4,FALSE
27-04-2024,Croup,0.3,Kids 5-17,5,17,FALSE
27-04-2024,Croup,0,Adults 18-49,18,49,FALSE
27-04-2024,Croup,0,Adults 50-64,50,64,FALSE
27-04-2024,Croup,0,Seniors 65+,65,,FALSE
27-04-2024,Croup,0.2,Overall,,,TRUE
04-05-2024,Croup,2.5,Infants 0-1,0,1,FALSE
04-05-2024,Croup,2.4,Kids 2-4,2,4,FALSE
04-05-2024,Croup,0.3,Kids 5-17,5,17,FALSE
04-05-2024,Croup,0,Adults 18-49,18,49,FALSE
04-05-2024,Croup,0,Adults 50-64,50,64,FALSE
04-05-2024,Croup,0,Seniors 65+,65,,FALSE
04-05-2024,Croup,0.2,Overall,,,TRUE
11-05-2024,Croup,2.5,Infants 0-1,0,1,FALSE
11-05-2024,Croup,2.5,Kids 2-4,2,4,FALSE
11-05-2024,Croup,0.3,Kids 5-17,5,17,FALSE
11-05-2024,Croup,0,Adults 18-49,18,49,FALSE
11-05-2024,Croup,0,Adults 50-64,50,64,FALSE
11-05-2024,Croup,0,Seniors 65+,65,,FALSE
11-05-2024,Croup,0.2,Overall,,,TRUE
18-05-2024,Croup,2.4,Infants 0-1,0,1,FALSE
18-05-2024,Croup,2.4,Kids 2-4,2,4,FALSE
18-05-2024,Croup,0.3,Kids 5-17,5,17,FALSE
18-05-2024,Croup,0,Adults 18-49,18,49,FALSE
18-05-2024,Croup,0,Adults 50-64,50,64,FALSE
18-05-2024,Croup,0,Seniors 65+,65,,FALSE
18-05-2024,Croup,0.2,Overall,,,TRUE
25-05-2024,Croup,2.4,Infants 0-1,0,1,FALSE
25-05-2024,Croup,2.2,Kids 2-4,2,4,FALSE
25-05-2024,Croup,0.3,Kids 5-17,5,17,FALSE
25-05-2024,Croup,0,Adults 18-49,18,49,FALSE
25-05-2024,Croup,0,Adults 50-64,50,64,FALSE
25-05-2024,Croup,0,Seniors 65+,65,,FALSE
25-05-2024,Croup,0.2,Overall,,,TRUE
01-06-2024,Croup,2.2,Infants 0-1,0,1,FALSE
01-06-2024,Croup,2,Kids 2-4,2,4,FALSE
01-06-2024,Croup,0.3,Kids 5-17,5,17,FALSE
01-06-2024,Croup,0,Adults 18-49,18,49,FALSE
01-06-2024,Croup,0,Adults 50-64,50,64,FALSE
01-06-2024,Croup,0,Seniors 65+,65,,FALSE
01-06-2024,Croup,0.2,Overall,,,TRUE
08-06-2024,Croup,2,Infants 0-1,0,1,FALSE
08-06-2024,Croup,1.9,Kids 2-4,2,4,FALSE
08-06-2024,Croup,0.2,Kids 5-17,5,17,FALSE
08-06-2024,Croup,0,Adults 18-49,18,49,FALSE
08-06-2024,Croup,0,Adults 50-64,50,64,FALSE
08-06-2024,Croup,0,Seniors 65+,65,,FALSE
08-06-2024,Croup,0.1,Overall,,,TRUE
15-06-2024,Croup,2.1,Infants 0-1,0,1,FALSE
15-06-2024,Croup,1.7,Kids 2-4,2,4,FALSE
15-06-2024,Croup,0.2,Kids 5-17,5,17,FALSE
15-06-2024,Croup,0,Adults 18-49,18,49,FALSE
15-06-2024,Croup,0,Adults 50-64,50,64,FALSE
15-06-2024,Croup,0,Seniors 65+,65,,FALSE
15-06-2024,Croup,0.1,Overall,,,TRUE
22-06-2024,Croup,1.9,Infants 0-1,0,1,FALSE
22-06-2024,Croup,1.6,Kids 2-4,2,4,FALSE
22-06-2024,Croup,0.2,Kids 5-17,5,17,FALSE
22-06-2024,Croup,0,Adults 18-49,18,49,FALSE
22-06-2024,Croup,0,Adults 50-64,50,64,FALSE
22-06-2024,Croup,0,Seniors 65+,65,,FALSE
22-06-2024,Croup,0.1,Overall,,,TRUE
29-06-2024,Croup,1.7,Infants 0-1,0,1,FALSE
29-06-2024,Croup,1.6,Kids 2-4,2,4,FALSE
29-06-2024,Croup,0.2,Kids 5-17,5,17,FALSE
29-06-2024,Croup,0,Adults 18-49,18,49,FALSE
29-06-2024,Croup,0,Adults 50-64,50,64,FALSE
29-06-2024,Croup,0,Seniors 65+,65,,FALSE
29-06-2024,Croup,0.1,Overall,,,TRUE
06-07-2024,Croup,1.8,Infants 0-1,0,1,FALSE
06-07-2024,Croup,1.6,Kids 2-4,2,4,FALSE
06-07-2024,Croup,0.2,Kids 5-17,5,17,FALSE
06-07-2024,Croup,0,Adults 18-49,18,49,FALSE
06-07-2024,Croup,0,Adults 50-64,50,64,FALSE
06-07-2024,Croup,0,Seniors 65+,65,,FALSE
06-07-2024,Croup,0.1,Overall,,,TRUE
13-07-2024,Croup,1.8,Infants 0-1,0,1,FALSE
13-07-2024,Croup,1.4,Kids 2-4,2,4,FALSE
13-07-2024,Croup,0.1,Kids 5-17,5,17,FALSE
13-07-2024,Croup,0,Adults 18-49,18,49,FALSE
13-07-2024,Croup,0,Adults 50-64,50,64,FALSE
13-07-2024,Croup,0,Seniors 65+,65,,FALSE
13-07-2024,Croup,0.1,Overall,,,TRUE
20-07-2024,Croup,1.9,Infants 0-1,0,1,FALSE
20-07-2024,Croup,1.7,Kids 2-4,2,4,FALSE
20-07-2024,Croup,0.2,Kids 5-17,5,17,FALSE
20-07-2024,Croup,0,Adults 18-49,18,49,FALSE
20-07-2024,Croup,0,Adults 50-64,50,64,FALSE
20-07-2024,Croup,0,Seniors 65+,65,,FALSE
20-07-2024,Croup,0.1,Overall,,,TRUE
27-07-2024,Croup,2.1,Infants 0-1,0,1,FALSE
27-07-2024,Croup,1.8,Kids 2-4,2,4,FALSE
27-07-2024,Croup,0.2,Kids 5-17,5,17,FALSE
27-07-2024,Croup,0,Adults 18-49,18,49,FALSE
27-07-2024,Croup,0,Adults 50-64,50,64,FALSE
27-07-2024,Croup,0,Seniors 65+,65,,FALSE
27-07-2024,Croup,0.1,Overall,,,TRUE
03-08-2024,Croup,2.1,Infants 0-1,0,1,FALSE
03-08-2024,Croup,2,Kids 2-4,2,4,FALSE
03-08-2024,Croup,0.2,Kids 5-17,5,17,FALSE
03-08-2024,Croup,0,Adults 18-49,18,49,FALSE
03-08-2024,Croup,0,Adults 50-64,50,64,FALSE
03-08-2024,Croup,0,Seniors 65+,65,,FALSE
03-08-2024,Croup,0.1,Overall,,,TRUE
10-08-2024,Croup,2.2,Infants 0-1,0,1,FALSE
10-08-2024,Croup,2.1,Kids 2-4,2,4,FALSE
10-08-2024,Croup,0.2,Kids 5-17,5,17,FALSE
10-08-2024,Croup,0,Adults 18-49,18,49,FALSE
10-08-2024,Croup,0,Adults 50-64,50,64,FALSE
10-08-2024,Croup,0,Seniors 65+,65,,FALSE
10-08-2024,Croup,0.1,Overall,,,TRUE
17-08-2024,Croup,2.3,Infants 0-1,0,1,FALSE
17-08-2024,Croup,2.4,Kids 2-4,2,4,FALSE
17-08-2024,Croup,0.3,Kids 5-17,5,17,FALSE
17-08-2024,Croup,0,Adults 18-49,18,49,FALSE
17-08-2024,Croup,0,Adults 50-64,50,64,FALSE
17-08-2024,Croup,0,Seniors 65+,65,,FALSE
17-08-2024,Croup,0.2,Overall,,,TRUE
24-08-2024,Croup,2.5,Infants 0-1,0,1,FALSE
24-08-2024,Croup,2.7,Kids 2-4,2,4,FALSE
24-08-2024,Croup,0.4,Kids 5-17,5,17,FALSE
24-08-2024,Croup,0,Adults 18-49,18,49,FALSE
24-08-2024,Croup,0,Adults 50-64,50,64,FALSE
24-08-2024,Croup,0,Seniors 65+,65,,FALSE
24-08-2024,Croup,0.2,Overall,,,TRUE
31-08-2024,Croup,2.7,Infants 0-1,0,1,FALSE
31-08-2024,Croup,3,Kids 2-4,2,4,FALSE
31-08-2024,Croup,0.4,Kids 5-17,5,17,FALSE
31-08-2024,Croup,0,Adults 18-49,18,49,FALSE
31-08-2024,Croup,0,Adults 50-64,50,64,FALSE
31-08-2024,Croup,0,Seniors 65+,65,,FALSE
31-08-2024,Croup,0.2,Overall,,,TRUE
07-09-2024,Croup,2.6,Infants 0-1,0,1,FALSE
07-09-2024,Croup,2.8,Kids 2-4,2,4,FALSE
07-09-2024,Croup,0.4,Kids 5-17,5,17,FALSE
07-09-2024,Croup,0,Adults 18-49,18,49,FALSE
07-09-2024,Croup,0,Adults 50-64,50,64,FALSE
07-09-2024,Croup,0,Seniors 65+,65,,FALSE
07-09-2024,Croup,0.2,Overall,,,TRUE
14-09-2024,Croup,2.6,Infants 0-1,0,1,FALSE
14-09-2024,Croup,3.2,Kids 2-4,2,4,FALSE
14-09-2024,Croup,0.4,Kids 5-17,5,17,FALSE
14-09-2024,Croup,0,Adults 18-49,18,49,FALSE
14-09-2024,Croup,0,Adults 50-64,50,64,FALSE
14-09-2024,Croup,0,Seniors 65+,65,,FALSE
14-09-2024,Croup,0.2,Overall,,,TRUE
21-09-2024,Croup,2.7,Infants 0-1,0,1,FALSE
21-09-2024,Croup,3.1,Kids 2-4,2,4,FALSE
21-09-2024,Croup,0.4,Kids 5-17,5,17,FALSE
21-09-2024,Croup,0,Adults 18-49,18,49,FALSE
21-09-2024,Croup,0,Adults 50-64,50,64,FALSE
21-09-2024,Croup,0,Seniors 65+,65,,FALSE
21-09-2024,Croup,0.2,Overall,,,TRUE
28-09-2024,Croup,2.8,Infants 0-1,0,1,FALSE
28-09-2024,Croup,3.1,Kids 2-4,2,4,FALSE
28-09-2024,Croup,0.4,Kids 5-17,5,17,FALSE
28-09-2024,Croup,0,Adults 18-49,18,49,FALSE
28-09-2024,Croup,0,Adults 50-64,50,64,FALSE
28-09-2024,Croup,0,Seniors 65+,65,,FALSE
28-09-2024,Croup,0.2,Overall,,,TRUE
05-10-2024,Croup,2.7,Infants 0-1,0,1,FALSE
05-10-2024,Croup,3.2,Kids 2-4,2,4,FALSE
05-10-2024,Croup,0.4,Kids 5-17,5,17,FALSE
05-10-2024,Croup,0,Adults 18-49,18,49,FALSE
05-10-2024,Croup,0,Adults 50-64,50,64,FALSE
05-10-2024,Croup,0,Seniors 65+,65,,FALSE
05-10-2024,Croup,0.2,Overall,,,TRUE
12-10-2024,Croup,3.1,Infants 0-1,0,1,FALSE
12-10-2024,Croup,3.4,Kids 2-4,2,4,FALSE
12-10-2024,Croup,0.4,Kids 5-17,5,17,FALSE
12-10-2024,Croup,0,Adults 18-49,18,49,FALSE
12-10-2024,Croup,0,Adults 50-64,50,64,FALSE
12-10-2024,Croup,0,Seniors 65+,65,,FALSE
12-10-2024,Croup,0.3,Overall,,,TRUE
19-10-2024,Croup,3.1,Infants 0-1,0,1,FALSE
19-10-2024,Croup,3.5,Kids 2-4,2,4,FALSE
19-10-2024,Croup,0.5,Kids 5-17,5,17,FALSE
19-10-2024,Croup,0,Adults 18-49,18,49,FALSE
19-10-2024,Croup,0,Adults 50-64,50,64,FALSE
19-10-2024,Croup,0,Seniors 65+,65,,FALSE
19-10-2024,Croup,0.3,Overall,,,TRUE
26-10-2024,Croup,3.3,Infants 0-1,0,1,FALSE
26-10-2024,Croup,3.5,Kids 2-4,2,4,FALSE
26-10-2024,Croup,0.4,Kids 5-17,5,17,FALSE
26-10-2024,Croup,0,Adults 18-49,18,49,FALSE
26-10-2024,Croup,0,Adults 50-64,50,64,FALSE
26-10-2024,Croup,0,Seniors 65+,65,,FALSE
26-10-2024,Croup,0.3,Overall,,,TRUE
02-11-2024,Croup,3.3,Infants 0-1,0,1,FALSE
02-11-2024,Croup,3.6,Kids 2-4,2,4,FALSE
02-11-2024,Croup,0.5,Kids 5-17,5,17,FALSE
02-11-2024,Croup,0,Adults 18-49,18,49,FALSE
02-11-2024,Croup,0,Adults 50-64,50,64,FALSE
02-11-2024,Croup,0,Seniors 65+,65,,FALSE
02-11-2024,Croup,0.3,Overall,,,TRUE
09-11-2024,Croup,3.4,Infants 0-1,0,1,FALSE
09-11-2024,Croup,3.6,Kids 2-4,2,4,FALSE
09-11-2024,Croup,0.5,Kids 5-17,5,17,FALSE
09-11-2024,Croup,0,Adults 18-49,18,49,FALSE
09-11-2024,Croup,0,Adults 50-64,50,64,FALSE
09-11-2024,Croup,0,Seniors 65+,65,,FALSE
09-11-2024,Croup,0.3,Overall,,,TRUE
16-11-2024,Croup,3.4,Infants 0-1,0,1,FALSE
16-11-2024,Croup,3.6,Kids 2-4,2,4,FALSE
16-11-2024,Croup,0.5,Kids 5-17,5,17,FALSE
16-11-2024,Croup,0,Adults 18-49,18,49,FALSE
16-11-2024,Croup,0,Adults 50-64,50,64,FALSE
16-11-2024,Croup,0,Seniors 65+,65,,FALSE
16-11-2024,Croup,0.3,Overall,,,TRUE
23-11-2024,Croup,3.3,Infants 0-1,0,1,FALSE
23-11-2024,Croup,3.6,Kids 2-4,2,4,FALSE
23-11-2024,Croup,0.5,Kids 5-17,5,17,FALSE
23-11-2024,Croup,0,Adults 18-49,18,49,FALSE
23-11-2024,Croup,0,Adults 50-64,50,64,FALSE
23-11-2024,Croup,0,Seniors 65+,65,,FALSE
23-11-2024,Croup,0.3,Overall,,,TRUE
30-11-2024,Croup,3.7,Infants 0-1,0,1,FALSE
30-11-2024,Croup,3.9,Kids 2-4,2,4,FALSE
30-11-2024,Croup,0.7,Kids 5-17,5,17,FALSE
30-11-2024,Croup,0,Adults 18-49,18,49,FALSE
30-11-2024,Croup,0,Adults 50-64,50,64,FALSE
30-11-2024,Croup,0,Seniors 65+,65,,FALSE
